127.0.0.1 - - [02/Mar/2023:02:23:34 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:48 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:49 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:50 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:50 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:58 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:58 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:58 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:58 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:34:35 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:34:35 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:36:17 -0500] "GET /BlogApp/createblog HTTP/1.1" 500 3823
127.0.0.1 - - [02/Mar/2023:03:38:02 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:38:02 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:38:05 -0500] "GET /BlogApp/createblog HTTP/1.1" 500 3823
127.0.0.1 - - [02/Mar/2023:03:41:08 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:41:09 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:41:09 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:41:11 -0500] "GET /BlogApp/createblog HTTP/1.1" 500 3823
127.0.0.1 - - [02/Mar/2023:03:42:34 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:42:34 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:42:34 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:42:37 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:42:37 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:42:37 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:42:48 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:42:48 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:42:54 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:42:54 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:42:55 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:43:03 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:43:03 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:43:40 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:43:40 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:43:40 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:43:41 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:46:28 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:46:28 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Mar/2023:03:46:42 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:46:42 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:46:46 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:46:47 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:46:48 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
127.0.0.1 - - [02/Mar/2023:04:03:54 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:03:58 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:03:58 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:04:00 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:04:00 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:04:34 -0500] "POST /BlogApp/getblog HTTP/1.1" 200 1536
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:08:25 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:08:25 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:08:26 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:22:31 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:22:31 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Mar/2023:04:46:52 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:46:53 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:46:53 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:46:53 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:46:55 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:46:55 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:47:23 -0500] "POST /BlogApp/getblog HTTP/1.1" 200 1535
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:47:23 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:48:38 -0500] "GET /BlogApp/getblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:48:39 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:48:40 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:48:45 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:48:45 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:48:45 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:48:46 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:48:46 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:49:10 -0500] "POST /BlogApp/getblog HTTP/1.1" 200 1521
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:49:10 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Mar/2023:04:51:27 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:51:28 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:51:49 -0500] "GET /BlogApp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:51:49 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:51:51 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:51:52 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:51:53 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:51:55 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:51:55 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:52:14 -0500] "POST /BlogApp/getblog HTTP/1.1" 200 1084
0:0:0:0:0:0:0:1 - - [02/Mar/2023:04:52:17 -0500] "POST /BlogApp/getblog HTTP/1.1" 200 1084
127.0.0.1 - - [02/Mar/2023:07:50:20 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:50:20 -0500] "GET /BlogApp/ HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:50:21 -0500] "GET /favicon.ico HTTP/1.1" 404 762
127.0.0.1 - - [02/Mar/2023:07:51:00 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:51:01 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:51:01 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:51:03 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:51:03 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:51:33 -0500] "POST /BlogApp/getblog HTTP/1.1" 200 1541
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:58:18 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:58:21 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:58:21 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:59:10 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:59:10 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:59:10 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:59:12 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:59:12 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [02/Mar/2023:07:59:54 -0500] "POST /BlogApp/getblog HTTP/1.1" 200 1531
127.0.0.1 - - [02/Mar/2023:08:50:31 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:50:35 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:50:35 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:50:35 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:50:37 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:50:37 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:50:57 -0500] "POST /BlogApp/getblog HTTP/1.1" 200 1095
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:50:57 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Mar/2023:08:58:13 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:58:14 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:59:49 -0500] "GET /BlogApp/ HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:59:49 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:59:49 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:59:51 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1068
0:0:0:0:0:0:0:1 - - [02/Mar/2023:08:59:51 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [02/Mar/2023:09:00:21 -0500] "POST /BlogApp/getblog HTTP/1.1" 200 1522
